"order_number","date","month_number","name","category","size","quantity","price","revenue"
"3392","2015-02-26","2","The Mexicana Pizza","Veggie","L",1,"20.25","20.25"
"3392","2015-02-26","2","The Four Cheese Pizza","Veggie","L",2,"17.95","35.90"
"3392","2015-02-26","2","The Barbecue Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3393","2015-02-26","2","The Southwest Chicken Pizza","Chicken","M",1,"16.75","16.75"
"3394","2015-02-26","2","The Prosciutto and Arugula Pizza","Supreme","S",1,"12.50","12.50"
"3394","2015-02-26","2","The Vegetables + Vegetables Pizza","Veggie","L",1,"20.25","20.25"
"3394","2015-02-26","2","The Hawaiian Pizza","Classic","L",1,"16.50","16.50"
"3395","2015-02-26","2","The Five Cheese Pizza","Veggie","L",1,"18.50","18.50"
"3395","2015-02-26","2","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"3396","2015-02-26","2","The Italian Capocollo Pizza","Classic","L",1,"20.50","20.50"
"3397","2015-02-26","2","The Prosciutto and Arugula Pizza","Supreme","M",1,"16.50","16.50"
"3397","2015-02-26","2","The Hawaiian Pizza","Classic","L",1,"16.50","16.50"
"3398","2015-02-26","2","The Chicken Alfredo Pizza","Chicken","M",1,"16.75","16.75"
"3398","2015-02-26","2","The Thai Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3398","2015-02-26","2","The Pepperoni Pizza","Classic","M",1,"12.50","12.50"
"3398","2015-02-26","2","The California Chicken Pizza","Chicken","M",1,"16.75","16.75"
"3399","2015-02-26","2","The Pepperoni Pizza","Classic","M",1,"12.50","12.50"
"3399","2015-02-26","2","The Hawaiian Pizza","Classic","S",1,"10.50","10.50"
"3399","2015-02-26","2","The Greek Pizza","Classic","M",1,"16.00","16.00"
"3399","2015-02-26","2","The Mediterranean Pizza","Veggie","M",1,"16.00","16.00"
"3400","2015-02-26","2","The Chicken Pesto Pizza","Chicken","L",1,"20.75","20.75"
"3401","2015-02-27","2","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"3401","2015-02-27","2","The Southwest Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3401","2015-02-27","2","The Pepper Salami Pizza","Supreme","S",1,"12.50","12.50"
"3402","2015-02-27","2","The Calabrese Pizza","Supreme","M",1,"16.25","16.25"
"3402","2015-02-27","2","The Classic Deluxe Pizza","Classic","M",1,"16.00","16.00"
"3402","2015-02-27","2","The Napolitana Pizza","Classic","S",1,"12.00","12.00"
"3403","2015-02-27","2","The Pepper Salami Pizza","Supreme","L",1,"20.75","20.75"
"3403","2015-02-27","2","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"3403","2015-02-27","2","The Barbecue Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3403","2015-02-27","2","The Pepper Salami Pizza","Supreme","S",1,"12.50","12.50"
"3404","2015-02-27","2","The Spinach Supreme Pizza","Supreme","S",1,"12.50","12.50"
"3404","2015-02-27","2","The Spicy Italian Pizza","Supreme","L",1,"20.75","20.75"
"3405","2015-02-27","2","The Pepper Salami Pizza","Supreme","L",1,"20.75","20.75"
"3406","2015-02-27","2","The California Chicken Pizza","Chicken","S",1,"12.75","12.75"
"3406","2015-02-27","2","The Green Garden Pizza","Veggie","L",1,"20.25","20.25"
"3407","2015-02-27","2","The Prosciutto and Arugula Pizza","Supreme","L",1,"20.75","20.75"
"3408","2015-02-27","2","The California Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3409","2015-02-27","2","The Chicken Alfredo Pizza","Chicken","L",1,"20.75","20.75"
"3409","2015-02-27","2","The Italian Supreme Pizza","Supreme","M",1,"16.50","16.50"
"3410","2015-02-27","2","The Pepperoni, Mushroom, and Peppers Pizza","Classic","M",1,"14.50","14.50"
"3410","2015-02-27","2","The Greek Pizza","Classic","L",1,"20.50","20.50"
"3411","2015-02-27","2","The Spinach Pesto Pizza","Veggie","M",1,"16.50","16.50"
"3412","2015-02-27","2","The Barbecue Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3412","2015-02-27","2","The Five Cheese Pizza","Veggie","L",1,"18.50","18.50"
"3412","2015-02-27","2","The Hawaiian Pizza","Classic","M",1,"13.25","13.25"
"3412","2015-02-27","2","The Pepper Salami Pizza","Supreme","L",1,"20.75","20.75"
"3412","2015-02-27","2","The Pepperoni Pizza","Classic","M",1,"12.50","12.50"
"3413","2015-02-27","2","The Chicken Pesto Pizza","Chicken","L",1,"20.75","20.75"
"3413","2015-02-27","2","The Pepper Salami Pizza","Supreme","S",1,"12.50","12.50"
"3413","2015-02-27","2","The Four Cheese Pizza","Veggie","M",1,"14.75","14.75"
"3413","2015-02-27","2","The Classic Deluxe Pizza","Classic","S",1,"12.00","12.00"
"3414","2015-02-27","2","The Pepperoni, Mushroom, and Peppers Pizza","Classic","S",1,"11.00","11.00"
"3415","2015-02-27","2","The Napolitana Pizza","Classic","S",1,"12.00","12.00"
"3415","2015-02-27","2","The Spinach Pesto Pizza","Veggie","L",1,"20.75","20.75"
"3415","2015-02-27","2","The Mediterranean Pizza","Veggie","M",1,"16.00","16.00"
"3415","2015-02-27","2","The Italian Supreme Pizza","Supreme","M",1,"16.50","16.50"
"3416","2015-02-27","2","The Italian Vegetables Pizza","Veggie","M",1,"16.75","16.75"
"3417","2015-02-27","2","The Four Cheese Pizza","Veggie","M",1,"14.75","14.75"
"3417","2015-02-27","2","The California Chicken Pizza","Chicken","M",1,"16.75","16.75"
"3417","2015-02-27","2","The Italian Vegetables Pizza","Veggie","L",1,"21.00","21.00"
"3417","2015-02-27","2","The Sicilian Pizza","Supreme","S",1,"12.25","12.25"
"3417","2015-02-27","2","The Southwest Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3418","2015-02-27","2","The Hawaiian Pizza","Classic","S",1,"10.50","10.50"
"3418","2015-02-27","2","The Prosciutto and Arugula Pizza","Supreme","S",1,"12.50","12.50"
"3418","2015-02-27","2","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"3419","2015-02-27","2","The California Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3419","2015-02-27","2","The Sicilian Pizza","Supreme","S",1,"12.25","12.25"
"3419","2015-02-27","2","The Pepperoni Pizza","Classic","L",1,"15.25","15.25"
"3419","2015-02-27","2","The Chicken Alfredo Pizza","Chicken","M",1,"16.75","16.75"
"3420","2015-02-27","2","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"3421","2015-02-27","2","The Southwest Chicken Pizza","Chicken","M",1,"16.75","16.75"
"3421","2015-02-27","2","The Sicilian Pizza","Supreme","M",1,"16.25","16.25"
"3422","2015-02-27","2","The Pepperoni Pizza","Classic","S",1,"9.75","9.75"
"3423","2015-02-27","2","The Italian Capocollo Pizza","Classic","S",1,"12.00","12.00"
"3423","2015-02-27","2","The Sicilian Pizza","Supreme","M",1,"16.25","16.25"
"3423","2015-02-27","2","The Pepperoni, Mushroom, and Peppers Pizza","Classic","L",1,"17.50","17.50"
"3423","2015-02-27","2","The Italian Vegetables Pizza","Veggie","S",1,"12.75","12.75"
"3423","2015-02-27","2","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"3423","2015-02-27","2","The Soppressata Pizza","Supreme","S",1,"12.50","12.50"
"3423","2015-02-27","2","The Spinach Pesto Pizza","Veggie","L",1,"20.75","20.75"
"3423","2015-02-27","2","The Spinach Supreme Pizza","Supreme","M",1,"16.50","16.50"
"3424","2015-02-27","2","The Vegetables + Vegetables Pizza","Veggie","M",1,"16.00","16.00"
"3424","2015-02-27","2","The Hawaiian Pizza","Classic","L",1,"16.50","16.50"
"3424","2015-02-27","2","The Thai Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3424","2015-02-27","2","The Italian Supreme Pizza","Supreme","M",1,"16.50","16.50"
"3425","2015-02-27","2","The Italian Capocollo Pizza","Classic","L",1,"20.50","20.50"
"3426","2015-02-27","2","The Spicy Italian Pizza","Supreme","L",1,"20.75","20.75"
"3426","2015-02-27","2","The Mediterranean Pizza","Veggie","S",1,"12.00","12.00"
"3427","2015-02-27","2","The Pepperoni Pizza","Classic","M",1,"12.50","12.50"
"3427","2015-02-27","2","The California Chicken Pizza","Chicken","S",1,"12.75","12.75"
"3428","2015-02-27","2","The Five Cheese Pizza","Veggie","L",1,"18.50","18.50"
"3428","2015-02-27","2","The Thai Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3429","2015-02-27","2","The Spinach Pesto Pizza","Veggie","S",1,"12.50","12.50"
"3429","2015-02-27","2","The Spinach Supreme Pizza","Supreme","M",1,"16.50","16.50"
"3430","2015-02-27","2","The Mediterranean Pizza","Veggie","L",1,"20.25","20.25"
"3430","2015-02-27","2","The Pepperoni Pizza","Classic","S",1,"9.75","9.75"
"3430","2015-02-27","2","The Vegetables + Vegetables Pizza","Veggie","S",1,"12.00","12.00"
"3431","2015-02-27","2","The Pepperoni Pizza","Classic","S",1,"9.75","9.75"
"3431","2015-02-27","2","The Pepperoni, Mushroom, and Peppers Pizza","Classic","L",1,"17.50","17.50"
"3431","2015-02-27","2","The California Chicken Pizza","Chicken","S",1,"12.75","12.75"
"3432","2015-02-27","2","The Pepperoni Pizza","Classic","L",1,"15.25","15.25"
"3432","2015-02-27","2","The Spicy Italian Pizza","Supreme","L",1,"20.75","20.75"
"3432","2015-02-27","2","The Green Garden Pizza","Veggie","S",1,"12.00","12.00"
"3433","2015-02-27","2","The Vegetables + Vegetables Pizza","Veggie","M",1,"16.00","16.00"
"3433","2015-02-27","2","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"3434","2015-02-27","2","The Classic Deluxe Pizza","Classic","S",1,"12.00","12.00"
"3434","2015-02-27","2","The Pepperoni Pizza","Classic","S",1,"9.75","9.75"
"3435","2015-02-27","2","The Spicy Italian Pizza","Supreme","M",1,"16.50","16.50"
"3436","2015-02-27","2","The Napolitana Pizza","Classic","M",1,"16.00","16.00"
"3436","2015-02-27","2","The Southwest Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3436","2015-02-27","2","The Spinach and Feta Pizza","Veggie","M",1,"16.00","16.00"
"3436","2015-02-27","2","The Spinach and Feta Pizza","Veggie","S",1,"12.00","12.00"
"3437","2015-02-27","2","The Southwest Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3437","2015-02-27","2","The Pepperoni, Mushroom, and Peppers Pizza","Classic","L",1,"17.50","17.50"
"3438","2015-02-27","2","The Mediterranean Pizza","Veggie","S",1,"12.00","12.00"
"3439","2015-02-27","2","The Italian Vegetables Pizza","Veggie","L",1,"21.00","21.00"
"3440","2015-02-27","2","The Italian Supreme Pizza","Supreme","L",1,"20.75","20.75"
"3440","2015-02-27","2","The Sicilian Pizza","Supreme","L",1,"20.25","20.25"
"3440","2015-02-27","2","The Chicken Alfredo Pizza","Chicken","M",1,"16.75","16.75"
"3440","2015-02-27","2","The Prosciutto and Arugula Pizza","Supreme","S",1,"12.50","12.50"
"3441","2015-02-27","2","The Classic Deluxe Pizza","Classic","S",1,"12.00","12.00"
"3442","2015-02-27","2","The Southwest Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3442","2015-02-27","2","The Pepper Salami Pizza","Supreme","L",1,"20.75","20.75"
"3443","2015-02-27","2","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"3443","2015-02-27","2","The Pepperoni Pizza","Classic","M",1,"12.50","12.50"
"3443","2015-02-27","2","The Sicilian Pizza","Supreme","S",1,"12.25","12.25"
"3444","2015-02-27","2","The Barbecue Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3444","2015-02-27","2","The California Chicken Pizza","Chicken","L",2,"20.75","41.50"
"3444","2015-02-27","2","The Soppressata Pizza","Supreme","S",1,"12.50","12.50"
"3445","2015-02-27","2","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"3445","2015-02-27","2","The Greek Pizza","Classic","L",1,"20.50","20.50"
"3445","2015-02-27","2","The Mediterranean Pizza","Veggie","M",1,"16.00","16.00"
"3446","2015-02-27","2","The Spinach Supreme Pizza","Supreme","L",1,"20.75","20.75"
"3446","2015-02-27","2","The Vegetables + Vegetables Pizza","Veggie","M",1,"16.00","16.00"
"3447","2015-02-27","2","The Hawaiian Pizza","Classic","S",1,"10.50","10.50"
"3447","2015-02-27","2","The Pepperoni Pizza","Classic","S",1,"9.75","9.75"
"3447","2015-02-27","2","The Spicy Italian Pizza","Supreme","L",1,"20.75","20.75"
"3447","2015-02-27","2","The Thai Chicken Pizza","Chicken","S",1,"12.75","12.75"
"3448","2015-02-27","2","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"3448","2015-02-27","2","The Mediterranean Pizza","Veggie","S",1,"12.00","12.00"
"3448","2015-02-27","2","The Prosciutto and Arugula Pizza","Supreme","L",1,"20.75","20.75"
"3448","2015-02-27","2","The Thai Chicken Pizza","Chicken","M",1,"16.75","16.75"
"3449","2015-02-27","2","The Napolitana Pizza","Classic","L",1,"20.50","20.50"
"3449","2015-02-27","2","The Pepper Salami Pizza","Supreme","L",1,"20.75","20.75"
"3449","2015-02-27","2","The Pepperoni Pizza","Classic","M",2,"12.50","25.00"
"3450","2015-02-27","2","The Barbecue Chicken Pizza","Chicken","M",1,"16.75","16.75"
"3450","2015-02-27","2","The California Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3450","2015-02-27","2","The Sicilian Pizza","Supreme","S",1,"12.25","12.25"
"3451","2015-02-27","2","The Classic Deluxe Pizza","Classic","L",1,"20.50","20.50"
"3451","2015-02-27","2","The Pepperoni Pizza","Classic","L",1,"15.25","15.25"
"3452","2015-02-27","2","The Classic Deluxe Pizza","Classic","M",1,"16.00","16.00"
"3452","2015-02-27","2","The Italian Capocollo Pizza","Classic","L",1,"20.50","20.50"
"3452","2015-02-27","2","The Thai Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3453","2015-02-27","2","The Thai Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3454","2015-02-27","2","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"3454","2015-02-27","2","The Calabrese Pizza","Supreme","L",1,"20.25","20.25"
"3454","2015-02-27","2","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"3454","2015-02-27","2","The Spicy Italian Pizza","Supreme","L",1,"20.75","20.75"
"3455","2015-02-27","2","The Barbecue Chicken Pizza","Chicken","M",1,"16.75","16.75"
"3455","2015-02-27","2","The Green Garden Pizza","Veggie","S",1,"12.00","12.00"
"3455","2015-02-27","2","The Pepperoni Pizza","Classic","M",1,"12.50","12.50"
"3456","2015-02-27","2","The Barbecue Chicken Pizza","Chicken","M",1,"16.75","16.75"
"3456","2015-02-27","2","The Southwest Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3457","2015-02-27","2","The Green Garden Pizza","Veggie","L",1,"20.25","20.25"
"3457","2015-02-27","2","The Pepper Salami Pizza","Supreme","M",1,"16.50","16.50"
"3458","2015-02-27","2","The Green Garden Pizza","Veggie","L",1,"20.25","20.25"
"3458","2015-02-27","2","The Pepper Salami Pizza","Supreme","L",1,"20.75","20.75"
"3459","2015-02-27","2","The California Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3459","2015-02-27","2","The Italian Capocollo Pizza","Classic","L",1,"20.50","20.50"
"3460","2015-02-27","2","The Barbecue Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3460","2015-02-27","2","The California Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3460","2015-02-27","2","The Pepperoni, Mushroom, and Peppers Pizza","Classic","S",1,"11.00","11.00"
"3461","2015-02-27","2","The Italian Capocollo Pizza","Classic","L",1,"20.50","20.50"
"3461","2015-02-27","2","The Napolitana Pizza","Classic","L",1,"20.50","20.50"
"3462","2015-02-27","2","The Calabrese Pizza","Supreme","L",1,"20.25","20.25"
"3462","2015-02-27","2","The Greek Pizza","Classic","L",1,"20.50","20.50"
"3463","2015-02-27","2","The Green Garden Pizza","Veggie","S",1,"12.00","12.00"
"3463","2015-02-27","2","The Spicy Italian Pizza","Supreme","L",1,"20.75","20.75"
"3464","2015-02-27","2","The California Chicken Pizza","Chicken","M",1,"16.75","16.75"
"3464","2015-02-27","2","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"3464","2015-02-27","2","The Spinach Supreme Pizza","Supreme","M",1,"16.50","16.50"
"3465","2015-02-27","2","The Hawaiian Pizza","Classic","S",1,"10.50","10.50"
"3466","2015-02-27","2","The Pepper Salami Pizza","Supreme","L",1,"20.75","20.75"
"3467","2015-02-27","2","The Mediterranean Pizza","Veggie","S",1,"12.00","12.00"
"3467","2015-02-27","2","The Spinach Supreme Pizza","Supreme","S",1,"12.50","12.50"
"3467","2015-02-27","2","The Vegetables + Vegetables Pizza","Veggie","M",1,"16.00","16.00"
"3468","2015-02-27","2","The Thai Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3469","2015-02-27","2","The Prosciutto and Arugula Pizza","Supreme","M",1,"16.50","16.50"
"3470","2015-02-27","2","The Four Cheese Pizza","Veggie","M",1,"14.75","14.75"
"3470","2015-02-27","2","The Spinach Pesto Pizza","Veggie","L",1,"20.75","20.75"
"3471","2015-02-27","2","The Spicy Italian Pizza","Supreme","M",1,"16.50","16.50"
"3472","2015-02-28","2","The Spinach Supreme Pizza","Supreme","M",1,"16.50","16.50"
"3473","2015-02-28","2","The Barbecue Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3473","2015-02-28","2","The Calabrese Pizza","Supreme","M",1,"16.25","16.25"
"3473","2015-02-28","2","The California Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3473","2015-02-28","2","The Chicken Pesto Pizza","Chicken","S",1,"12.75","12.75"
"3473","2015-02-28","2","The Four Cheese Pizza","Veggie","M",1,"14.75","14.75"
"3473","2015-02-28","2","The Green Garden Pizza","Veggie","S",1,"12.00","12.00"
"3473","2015-02-28","2","The Hawaiian Pizza","Classic","L",1,"16.50","16.50"
"3473","2015-02-28","2","The Italian Supreme Pizza","Supreme","M",1,"16.50","16.50"
"3473","2015-02-28","2","The Pepper Salami Pizza","Supreme","S",1,"12.50","12.50"
"3473","2015-02-28","2","The Pepperoni, Mushroom, and Peppers Pizza","Classic","L",1,"17.50","17.50"
"3473","2015-02-28","2","The Southwest Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3473","2015-02-28","2","The Spicy Italian Pizza","Supreme","L",1,"20.75","20.75"
"3473","2015-02-28","2","The Spicy Italian Pizza","Supreme","S",1,"12.50","12.50"
"3473","2015-02-28","2","The Vegetables + Vegetables Pizza","Veggie","M",1,"16.00","16.00"
"3474","2015-02-28","2","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"3474","2015-02-28","2","The Spinach Pesto Pizza","Veggie","M",1,"16.50","16.50"
"3475","2015-02-28","2","The Southwest Chicken Pizza","Chicken","S",1,"12.75","12.75"
"3476","2015-02-28","2","The Spinach Supreme Pizza","Supreme","M",1,"16.50","16.50"
"3476","2015-02-28","2","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"3476","2015-02-28","2","The Green Garden Pizza","Veggie","S",1,"12.00","12.00"
"3476","2015-02-28","2","The Napolitana Pizza","Classic","S",1,"12.00","12.00"
"3476","2015-02-28","2","The Pepperoni, Mushroom, and Peppers Pizza","Classic","L",1,"17.50","17.50"
"3476","2015-02-28","2","The Prosciutto and Arugula Pizza","Supreme","M",1,"16.50","16.50"
"3476","2015-02-28","2","The Sicilian Pizza","Supreme","M",1,"16.25","16.25"
"3477","2015-02-28","2","The Sicilian Pizza","Supreme","L",1,"20.25","20.25"
"3478","2015-02-28","2","The Mexicana Pizza","Veggie","L",1,"20.25","20.25"
"3479","2015-02-28","2","The Five Cheese Pizza","Veggie","L",2,"18.50","37.00"
"3480","2015-02-28","2","The Greek Pizza","Classic","XL",1,"25.50","25.50"
"3481","2015-02-28","2","The Soppressata Pizza","Supreme","S",1,"12.50","12.50"
"3482","2015-02-28","2","The Barbecue Chicken Pizza","Chicken","M",1,"16.75","16.75"
"3482","2015-02-28","2","The Southwest Chicken Pizza","Chicken","M",1,"16.75","16.75"
"3482","2015-02-28","2","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"3483","2015-02-28","2","The Five Cheese Pizza","Veggie","L",1,"18.50","18.50"
"3483","2015-02-28","2","The Thai Chicken Pizza","Chicken","M",1,"16.75","16.75"
"3483","2015-02-28","2","The Greek Pizza","Classic","XL",1,"25.50","25.50"
"3483","2015-02-28","2","The Southwest Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3484","2015-02-28","2","The Napolitana Pizza","Classic","L",1,"20.50","20.50"
"3484","2015-02-28","2","The Classic Deluxe Pizza","Classic","M",1,"16.00","16.00"
"3485","2015-02-28","2","The Spicy Italian Pizza","Supreme","L",1,"20.75","20.75"
"3486","2015-02-28","2","The Green Garden Pizza","Veggie","S",1,"12.00","12.00"
"3487","2015-02-28","2","The Brie Carre Pizza","Supreme","S",1,"23.65","23.65"
"3488","2015-02-28","2","The Five Cheese Pizza","Veggie","L",1,"18.50","18.50"
"3488","2015-02-28","2","The Italian Supreme Pizza","Supreme","L",1,"20.75","20.75"
"3489","2015-02-28","2","The Barbecue Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3490","2015-02-28","2","The Spinach and Feta Pizza","Veggie","M",1,"16.00","16.00"
"3490","2015-02-28","2","The Pepperoni, Mushroom, and Peppers Pizza","Classic","L",1,"17.50","17.50"
"3490","2015-02-28","2","The Barbecue Chicken Pizza","Chicken","M",1,"16.75","16.75"
"3491","2015-02-28","2","The Pepperoni, Mushroom, and Peppers Pizza","Classic","L",1,"17.50","17.50"
"3492","2015-02-28","2","The Southwest Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3492","2015-02-28","2","The Mediterranean Pizza","Veggie","L",1,"20.25","20.25"
"3493","2015-02-28","2","The Pepper Salami Pizza","Supreme","M",1,"16.50","16.50"
"3493","2015-02-28","2","The Pepperoni, Mushroom, and Peppers Pizza","Classic","S",1,"11.00","11.00"
"3493","2015-02-28","2","The Chicken Alfredo Pizza","Chicken","L",1,"20.75","20.75"
"3493","2015-02-28","2","The Five Cheese Pizza","Veggie","L",1,"18.50","18.50"
"3494","2015-02-28","2","The Green Garden Pizza","Veggie","S",1,"12.00","12.00"
"3494","2015-02-28","2","The Spicy Italian Pizza","Supreme","L",1,"20.75","20.75"
"3494","2015-02-28","2","The Hawaiian Pizza","Classic","L",1,"16.50","16.50"
"3495","2015-02-28","2","The Spinach and Feta Pizza","Veggie","S",1,"12.00","12.00"
"3495","2015-02-28","2","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"3496","2015-02-28","2","The Hawaiian Pizza","Classic","M",1,"13.25","13.25"
"3496","2015-02-28","2","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"3496","2015-02-28","2","The Five Cheese Pizza","Veggie","L",1,"18.50","18.50"
"3497","2015-02-28","2","The Mediterranean Pizza","Veggie","M",1,"16.00","16.00"
"3497","2015-02-28","2","The Spicy Italian Pizza","Supreme","L",1,"20.75","20.75"
"3497","2015-02-28","2","The Spinach Supreme Pizza","Supreme","S",1,"12.50","12.50"
"3498","2015-02-28","2","The Vegetables + Vegetables Pizza","Veggie","M",1,"16.00","16.00"
"3499","2015-02-28","2","The Napolitana Pizza","Classic","S",1,"12.00","12.00"
"3499","2015-02-28","2","The Mediterranean Pizza","Veggie","S",1,"12.00","12.00"
"3499","2015-02-28","2","The Hawaiian Pizza","Classic","L",1,"16.50","16.50"
"3500","2015-02-28","2","The Barbecue Chicken Pizza","Chicken","M",1,"16.75","16.75"
"3500","2015-02-28","2","The Spinach Supreme Pizza","Supreme","M",1,"16.50","16.50"
"3500","2015-02-28","2","The Italian Capocollo Pizza","Classic","S",1,"12.00","12.00"
"3501","2015-02-28","2","The Prosciutto and Arugula Pizza","Supreme","M",1,"16.50","16.50"
"3501","2015-02-28","2","The Spicy Italian Pizza","Supreme","M",1,"16.50","16.50"
"3501","2015-02-28","2","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"3502","2015-02-28","2","The Italian Vegetables Pizza","Veggie","S",1,"12.75","12.75"
"3502","2015-02-28","2","The Chicken Alfredo Pizza","Chicken","M",1,"16.75","16.75"
"3502","2015-02-28","2","The Vegetables + Vegetables Pizza","Veggie","L",1,"20.25","20.25"
"3502","2015-02-28","2","The Southwest Chicken Pizza","Chicken","M",1,"16.75","16.75"
"3503","2015-02-28","2","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"3503","2015-02-28","2","The Pepperoni, Mushroom, and Peppers Pizza","Classic","S",1,"11.00","11.00"
"3503","2015-02-28","2","The Hawaiian Pizza","Classic","S",1,"10.50","10.50"
"3504","2015-02-28","2","The Soppressata Pizza","Supreme","L",1,"20.75","20.75"
"3504","2015-02-28","2","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"3505","2015-02-28","2","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"3505","2015-02-28","2","The Pepperoni Pizza","Classic","M",1,"12.50","12.50"
"3505","2015-02-28","2","The Barbecue Chicken Pizza","Chicken","L",1,"20.75","20.75"
"3506","2015-02-28","2","The Thai Chicken Pizza","Chicken","M",1,"16.75","16.75"
"3506","2015-02-28","2","The Sicilian Pizza","Supreme","S",1,"12.25","12.25"
"3507","2015-02-28","2","The Spinach Supreme Pizza","Supreme","M",1,"16.50","16.50"
"3507","2015-02-28","2","The Soppressata Pizza","Supreme","M",1,"16.50","16.50"
"3508","2015-02-28","2","The Barbecue Chicken Pizza","Chicken","S",1,"12.75","12.75"
"3508","2015-02-28","2","The California Chicken Pizza","Chicken","M",1,"16.75","16.75"
"3508","2015-02-28","2","The Italian Supreme Pizza","Supreme","L",1,"20.75","20.75"
"3509","2015-02-28","2","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"3509","2015-02-28","2","The Hawaiian Pizza","Classic","L",1,"16.50","16.50"
"3509","2015-02-28","2","The Green Garden Pizza","Veggie","L",1,"20.25","20.25"
"3509","2015-02-28","2","The Greek Pizza","Classic","XL",1,"25.50","25.50"
"3510","2015-02-28","2","The California Chicken Pizza","Chicken","S",1,"12.75","12.75"
"3510","2015-02-28","2","The Sicilian Pizza","Supreme","L",1,"20.25","20.25"
"3510","2015-02-28","2","The Mediterranean Pizza","Veggie","S",1,"12.00","12.00"
"3510","2015-02-28","2","The California Chicken Pizza","Chicken","M",1,"16.75","16.75"
"3511","2015-02-28","2","The Calabrese Pizza","Supreme","M",1,"16.25","16.25"
"3511","2015-02-28","2","The Greek Pizza","Classic","L",1,"20.50","20.50"
"3511","2015-02-28","2","The Mediterranean Pizza","Veggie","S",1,"12.00","12.00"
"3511","2015-02-28","2","The Pepperoni Pizza","Classic","M",1,"12.50","12.50"
"3512","2015-02-28","2","The Barbecue Chicken Pizza","Chicken","S",1,"12.75","12.75"
"3512","2015-02-28","2","The Spicy Italian Pizza","Supreme","L",1,"20.75","20.75"
"3512","2015-02-28","2","The Italian Supreme Pizza","Supreme","M",1,"16.50","16.50"
"3512","2015-02-28","2","The California Chicken Pizza","Chicken","S",1,"12.75","12.75"
"3513","2015-02-28","2","The Green Garden Pizza","Veggie","M",1,"16.00","16.00"
"3514","2015-02-28","2","The Mediterranean Pizza","Veggie","L",1,"20.25","20.25"
"3514","2015-02-28","2","The Chicken Pesto Pizza","Chicken","L",1,"20.75","20.75"
"3515","2015-02-28","2","The Mediterranean Pizza","Veggie","L",1,"20.25","20.25"
"3516","2015-02-28","2","The Hawaiian Pizza","Classic","L",1,"16.50","16.50"
"3516","2015-02-28","2","The Thai Chicken Pizza","Chicken","M",1,"16.75","16.75"
"3516","2015-02-28","2","The Spicy Italian Pizza","Supreme","S",1,"12.50","12.50"
